pollster,poll_id,state,start_date,end_date,DEM,REP,Delta,date,Quarter_2018-4,Quarter_2019-1,Quarter_2019-2,Quarter_2019-3,Quarter_2019-4,Quarter_2020-1,Quarter_2020-2,Quarter_2020-3,Quarter_2020-4,Quarter_2021-2,Quarter_2021-3,Quarter_2021-4,Quarter_2022-1,Quarter_2022-2,Quarter_2022-3,Quarter_2022-4,Quarter_2023-1,Quarter_2023-2,Quarter_2023-3,Quarter_2023-4,Quarter_2024-1,Quarter_2024-2,Quarter_2024-3,Quarter_2024-4,Day_Series,Prior_Delta,Swing
SurveyMonkey,72248,Utah,10/1/20,10/28/20,43,55,56,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,55.5,0.5
SurveyMonkey,72249,Texas,10/1/20,10/28/20,48,49.5,50.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,52.5,-1.75
SurveyMonkey,72250,Tennessee,10/1/20,10/28/20,43,55,56,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,56,0
SurveyMonkey,72251,South Dakota,10/1/20,10/28/20,41,56.5,57.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,57.5,0.25
SurveyMonkey,72252,South Carolina,10/1/20,10/28/20,44.5,52.5,54,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,54,0
SurveyMonkey,72253,Rhode Island,10/1/20,10/28/20,67,31.5,32.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,31.75,0.5
SurveyMonkey,72254,Pennsylvania,10/1/20,10/28/20,52.5,45.5,46.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,47.5,-1
SurveyMonkey,72255,Oregon,10/1/20,10/28/20,60.5,38,38.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,38.75,0
SurveyMonkey,72256,Oklahoma,10/1/20,10/28/20,40.5,58,58.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,58.75,0
SurveyMonkey,72257,Ohio,10/1/20,10/28/20,47.5,50.5,51.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,51.45,0.04999999999999716
SurveyMonkey,72258,New York,10/1/20,10/28/20,63,34,35.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,35,0.5
SurveyMonkey,72259,Nevada,10/1/20,10/28/20,50.5,48,48.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,47,1.75
SurveyMonkey,72260,New Mexico,10/1/20,10/28/20,52,46,47,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,46,1
SurveyMonkey,72261,New Jersey,10/1/20,10/28/20,60,36.5,38.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,38.5,-0.25
SurveyMonkey,72262,New Hampshire,10/1/20,10/28/20,55,43.5,44.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,46,-1.75
SurveyMonkey,72263,Nebraska,10/1/20,10/28/20,46,52,53,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,52.75,0.25
SurveyMonkey,72264,North Dakota,10/1/20,10/28/20,42,56.5,57.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,58.5,-1.25
SurveyMonkey,72265,North Carolina,10/1/20,10/28/20,52.5,46,46.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,47.25,-0.5
SurveyMonkey,72266,Montana,10/1/20,10/28/20,48,49.5,50.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,51.75,-1
SurveyMonkey,72267,Mississippi,10/1/20,10/28/20,40,59,59.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,59.75,-0.25
SurveyMonkey,72268,Missouri,10/1/20,10/28/20,45.5,52.5,53.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,53.5,0
SurveyMonkey,72269,Minnesota,10/1/20,10/28/20,54.5,42.5,44,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,44.25,-0.25
SurveyMonkey,72270,Michigan,10/1/20,10/28/20,53,44.5,45.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,43.55,2.200000000000003
SurveyMonkey,72271,Maine,10/1/20,10/28/20,56,42.5,43.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,43.25,0
SurveyMonkey,72272,Maryland,10/1/20,10/28/20,66.5,31,32.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,31.75,0.5
SurveyMonkey,72273,Massachusetts,10/1/20,10/28/20,69.5,28,29.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,29.5,-0.25
SurveyMonkey,72274,Louisiana,10/1/20,10/28/20,39.5,57.5,59,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,58.5,0.5
SurveyMonkey,72275,Kentucky,10/1/20,10/28/20,42.5,55.5,56.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,56.6,-0.10000000000000142
SurveyMonkey,72276,Kansas,10/1/20,10/28/20,47,51,52,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,51.75,0.25
SurveyMonkey,72277,Indiana,10/1/20,10/28/20,43.5,54.5,55.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,55.5,0
SurveyMonkey,72278,Illinois,10/1/20,10/28/20,57.5,40,41.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,41.25,0
SurveyMonkey,72279,Idaho,10/1/20,10/28/20,40,57.5,58.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,58.75,0
SurveyMonkey,72280,Iowa,10/1/20,10/28/20,49.5,49,49.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,49.5,0.25
SurveyMonkey,72281,Hawaii,10/1/20,10/28/20,62.5,34.5,36,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,35.25,0.75
SurveyMonkey,72282,Georgia,10/1/20,10/28/20,51,46.5,47.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,51.25,-3.5
SurveyMonkey,72283,Florida,10/1/20,10/28/20,48.5,49,50.25,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,47.5,2.75
SurveyMonkey,72284,Delaware,10/1/20,10/28/20,62.5,36,36.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,38,-1.25
SurveyMonkey,72285,District of Columbia,10/1/20,10/28/20,88.5,9.5,10.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,10.75,-0.25
SurveyMonkey,72286,Connecticut,10/1/20,10/28/20,63,34.5,35.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,35.75,0
SurveyMonkey,72287,Colorado,10/1/20,10/28/20,59.5,39,39.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,39.25,0.5
SurveyMonkey,72289,Arizona,10/1/20,10/28/20,52.5,45.5,46.5,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,51.25,-4.75
SurveyMonkey,72290,Arkansas,10/1/20,10/28/20,39,59,60,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,59.75,0.25
SurveyMonkey,72291,Alabama,10/1/20,10/28/20,39,59,60,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,59.6,0.3999999999999986
SurveyMonkey,72292,Alaska,10/1/20,10/28/20,44,53.5,54.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,54.5,0.25
SurveyMonkey,72288,California,9/30/20,10/28/20,61,36.5,37.75,2020-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,37.75,0
Mitchell,72493,Michigan,10/29/20,10/29/20,52.1,45,46.45,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,45.75,0.7000000000000028
Rasmussen,72326,North Carolina,10/28/20,10/29/20,47,48,50.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.75,3.75
PPP,72327,Florida,10/28/20,10/29/20,52,45,46.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,50.25,-3.75
PPP,72328,Pennsylvania,10/28/20,10/29/20,52,45,46.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.5,0
Trafalgar Group,72341,Nevada,10/28/20,10/29/20,49.4,47.1,48.85,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,48.75,0.10000000000000142
AtlasIntel,72399,Florida,10/28/20,10/29/20,48.6,48.5,49.95,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.5,3.450000000000003
Remington,72404,Missouri,10/28/20,10/29/20,45,50,52.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,53.5,-1
PPP,72406,Texas,10/28/20,10/29/20,50,48,49,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,50.75,-1.75
Data for Progress,72506,National,10/28/20,10/29/20,54,44,45,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44.42166666666667,0.5783333333333331
Rasmussen,72217,Arizona,10/27/20,10/29/20,45,49,52,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.5,5.5
Rasmussen,72322,National,10/27/20,10/29/20,49,46,48.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,45,3.5
RMG Research,72335,Michigan,10/27/20,10/29/20,51,44,46.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.45,0.04999999999999716
Beacon/Shaw,72343,National,10/27/20,10/29/20,51.5,44,46.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,48.5,-2.25
SurveyMonkey,72344,National,10/27/20,10/29/20,52,45.5,46.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.25,0.5
Gravis Marketing (2020 and earlier),72407,National,10/27/20,10/29/20,50,44,47,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.75,0.25
Trafalgar Group,72494,North Carolina,10/27/20,10/29/20,47,49,51,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,50.5,0.5
Morning Consult,72596,National,10/27/20,10/29/20,52,43,45.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47,-1.5
HarrisX,72235,Florida,10/26/20,10/29/20,50,47,48.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,49.95,-1.4500000000000028
HarrisX,72236,North Carolina,10/26/20,10/29/20,49,48,49.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,51,-1.5
HarrisX,72237,Pennsylvania,10/26/20,10/29/20,51,46,47.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.5,1
Opinium,72314,National,10/26/20,10/29/20,54,41,43.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,45.5,-2
Selzer,72420,Iowa,10/26/20,10/29/20,41,48,53.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,49.75,3.75
Redfield & Wilton Strategies,72732,Arizona,10/26/20,10/29/20,50,46,48,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,52,-4
Redfield & Wilton Strategies,72734,Michigan,10/26/20,10/29/20,54,41,43.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.5,-3
Redfield & Wilton Strategies,72735,North Carolina,10/26/20,10/29/20,49,47,49,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,49.5,-0.5
Redfield & Wilton Strategies,72736,Pennsylvania,10/26/20,10/29/20,50,45,47.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47.5,0
Redfield & Wilton Strategies,72737,Wisconsin,10/26/20,10/29/20,53,41,44,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.75,0.25
TIPP,72320,National,10/25/20,10/29/20,50.7,44.599999999999994,46.949999999999996,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.5,3.4499999999999957
ABC/Washington Post,72476,Florida,10/24/20,10/29/20,47.5,49.5,51,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,48.5,2.5
ABC/Washington Post,72477,Pennsylvania,10/24/20,10/29/20,50,44.5,47.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47.5,-0.25
Research & Polling,72400,New Mexico,10/23/20,10/29/20,54,42,44,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47,-3
Roanoke College,72402,Virginia,10/23/20,10/29/20,53,42,44.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.25,1.25
USC Dornsife,72312,National,10/16/20,10/29/20,53.43333333333334,42.37,44.468333333333334,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,46.949999999999996,-2.481666666666662
SurveyMonkey,72345,Wyoming,10/16/20,10/29/20,32.5,66,66.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,68.75,-2
SurveyMonkey,72346,West Virginia,10/16/20,10/29/20,32,67,67.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,67,0.5
SurveyMonkey,72347,Wisconsin,10/16/20,10/29/20,53.5,43.5,45,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44,1
SurveyMonkey,72348,Washington,10/16/20,10/29/20,62,35,36.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,37.25,-0.75
SurveyMonkey,72349,Vermont,10/16/20,10/29/20,68.5,29.5,30.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,30.25,0.25
SurveyMonkey,72350,Virginia,10/16/20,10/29/20,56.5,41,42.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44.5,-2.25
SurveyMonkey,72351,Utah,10/16/20,10/29/20,43.5,54,55.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,56,-0.75
SurveyMonkey,72352,Texas,10/16/20,10/29/20,48.5,49.5,50.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,49,1.5
SurveyMonkey,72353,Tennessee,10/16/20,10/29/20,44,54.5,55.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,56,-0.75
SurveyMonkey,72354,South Dakota,10/16/20,10/29/20,38.5,60,60.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,57.75,3
SurveyMonkey,72355,South Carolina,10/16/20,10/29/20,44.5,53,54.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,54,0.25
SurveyMonkey,72356,Rhode Island,10/16/20,10/29/20,63,34.5,35.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,32.25,3.5
SurveyMonkey,72357,Pennsylvania,10/16/20,10/29/20,52,45.5,46.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47.25,-0.5
SurveyMonkey,72358,Oregon,10/16/20,10/29/20,59,39,40,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,38.75,1.25
SurveyMonkey,72359,Oklahoma,10/16/20,10/29/20,36,63,63.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,58.75,4.75
SurveyMonkey,72360,Ohio,10/16/20,10/29/20,47.5,50.5,51.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,51.5,0
SurveyMonkey,72361,New York,10/16/20,10/29/20,62,34.5,36.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,35.5,0.75
SurveyMonkey,72362,Nevada,10/16/20,10/29/20,50,48,49,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,48.85,0.14999999999999858
SurveyMonkey,72363,New Mexico,10/16/20,10/29/20,55.5,43,43.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44,-0.25
SurveyMonkey,72364,New Jersey,10/16/20,10/29/20,60,37.5,38.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,38.25,0.5
SurveyMonkey,72365,New Hampshire,10/16/20,10/29/20,53,45.5,46.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44.25,2
SurveyMonkey,72366,Nebraska,10/16/20,10/29/20,42.5,55.5,56.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,53,3.5
SurveyMonkey,72367,North Dakota,10/16/20,10/29/20,38.5,59.5,60.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,57.25,3.25
SurveyMonkey,72368,North Carolina,10/16/20,10/29/20,51.5,46.5,47.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,49,-1.5
SurveyMonkey,72369,Montana,10/16/20,10/29/20,46,51.5,52.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,50.75,2
SurveyMonkey,72370,Mississippi,10/16/20,10/29/20,39.5,58.5,59.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,59.5,0
SurveyMonkey,72371,Missouri,10/16/20,10/29/20,44,54,55,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,52.5,2.5
SurveyMonkey,72372,Minnesota,10/16/20,10/29/20,54.5,42,43.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,44,-0.25
SurveyMonkey,72373,Michigan,10/16/20,10/29/20,52,45,46.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.5,3
SurveyMonkey,72374,Maine,10/16/20,10/29/20,55.5,42.5,43.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.25,0.25
SurveyMonkey,72375,Maryland,10/16/20,10/29/20,66.5,30.5,32,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,32.25,-0.25
SurveyMonkey,72376,Massachusetts,10/16/20,10/29/20,68,29,30.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,29.25,1.25
SurveyMonkey,72377,Louisiana,10/16/20,10/29/20,38,59,60.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,59,1.5
SurveyMonkey,72378,Kentucky,10/16/20,10/29/20,40,58.5,59.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,56.5,2.75
SurveyMonkey,72379,Kansas,10/16/20,10/29/20,43.5,54,55.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,52,3.25
SurveyMonkey,72381,Illinois,10/16/20,10/29/20,57.5,40.5,41.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,41.25,0.25
SurveyMonkey,72382,Idaho,10/16/20,10/29/20,38.5,59.5,60.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,58.75,1.75
SurveyMonkey,72383,Iowa,10/16/20,10/29/20,49.5,49,49.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,53.5,-3.75
SurveyMonkey,72384,Hawaii,10/16/20,10/29/20,64,33,34.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,36,-1.5
SurveyMonkey,72385,Georgia,10/16/20,10/29/20,51,46.5,47.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,47.75,0
SurveyMonkey,72387,Delaware,10/16/20,10/29/20,61,38,38.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,36.75,1.75
SurveyMonkey,72388,District of Columbia,10/16/20,10/29/20,92,6.5,7.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,10.5,-3.25
SurveyMonkey,72389,Connecticut,10/16/20,10/29/20,60.5,38,38.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,35.75,3
SurveyMonkey,72391,California,10/16/20,10/29/20,62,36,37,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,37.75,-0.75
SurveyMonkey,72392,Arizona,10/16/20,10/29/20,52.5,45.5,46.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,48,-1.5
SurveyMonkey,72393,Arkansas,10/16/20,10/29/20,40,58.5,59.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,60,-0.75
SurveyMonkey,72394,Alabama,10/16/20,10/29/20,39.5,58,59.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,60,-0.75
SurveyMonkey,72395,Alaska,10/16/20,10/29/20,43,54.5,55.75,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,54.75,1
SurveyMonkey,72380,Indiana,10/15/20,10/29/20,44.5,53.5,54.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,55.5,-1
SurveyMonkey,72386,Florida,10/15/20,10/29/20,48.5,49,50.25,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,51,-0.75
SurveyMonkey,72390,Colorado,10/15/20,10/29/20,56,42,43,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,39.75,3.25
St. Cloud State,72503,Minnesota,10/10/20,10/29/20,54,39,42.5,2020-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,43.75,-1.25
InsiderAdvantage,72492,Iowa,10/30/20,10/30/20,46.1,47.8,50.849999999999994,2020-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,49.75,1.0999999999999943
PPP,72333,Michigan,10/29/20,10/30/20,54,44,45,2020-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,46.5,-1.5
